5.41761837	100.3054344	0
5.186440359	80.23500993	1
5.173218241	91.4898486	0
4.896492154	77.11311975	1
5.270727183	110.4590222	0
5.22660222	76.28687451	1
5.453144418	87.39718704	0
5.037051715	81.39439788	1
5.43607277	110.2504075	0
5.189259384	87.15781966	1
5.509462927	95.07777836	0
5.061716731	87.40726655	1
5.546387641	111.0420253	0
5.0882962	97.42957313	1
5.472151203	92.45141285	0
4.867441686	89.21559389	1
5.393886762	89.15794319	0
4.93390031	95.05418684	1
5.581518963	107.0866371	0
4.799236007	86.27758899	1
5.091965299	86.10936972	0
5.030279326	80.34512676	1
5.493096462	86.2569203	0
5.141040287	102.2338376	1
5.1824654	94.27194384	0
4.887296788	75.38669013	1
5.439160012	90.39771958	0
4.988495252	85.40980616	1
5.451671591	92.2976141	0
5.077807659	82.12069502	1
5.066191462	102.3882067	0
4.86264699	80.26529443	1
5.516485858	95.18470725	0
4.92523961	96.1517266	1
5.421773283	109.3493815	0
5.045365303	98.47134179	1
5.311260121	93.06736927	0
4.894349268	86.14901656	1
5.55368256	95.26817076	0
4.831804862	95.49061407	1
5.131057715	97.22797394	0
4.860261629	98.19254686	1
5.169805379	100.2073296	0
4.947936908	100.4512086	1
5.423097016	97.38676898	0
5.217355179	73.1795797	1
5.578404215	100.4233208	0
4.937836666	99.45267489	1
5.418760131	91.11145438	0
4.822813143	77.00713728	1
5.26627063	96.43498682	0
4.671667664	79.12013563	1
5.305931299	96.06316102	0
5.173239459	95.22178226	1
5.057543519	99.38628924	0
5.187420712	78.34945589	1
5.491203271	85.31006361	0
5.056559177	97.30469612	1
5.160281811	107.1159731	0
4.708024339	79.23577566	1
5.179326534	112.4015512	0
5.110574729	76.29343147	1
5.089205225	107.2648375	0
5.117335375	84.41138024	1
5.131715502	88.26479542	0
4.704649821	74.32070841	1
5.160174256	106.2874408	0
5.06050927	99.4173759	1
5.29490053	100.1513393	0
4.791221798	74.35904852	1
5.435049043	111.1520074	0
5.086503804	95.09114337	1
5.418991729	88.49954339	0
4.760860235	98.02031964	1
5.21186303	107.4151512	0
5.136834396	76.13857305	1
5.340086155	93.3952631	0
5.063130381	74.21842156	1
5.126521692	107.3707203	0
4.848199115	94.43398822	1
5.420901321	87.20067146	0
4.786513711	81.07322651	1
5.53560808	101.3653283	0
4.935083787	75.19970448	1
5.136714836	106.0302499	0
5.066950087	84.33912387	1
5.112739963	87.22921494	0
5.127661719	91.00119842	1
5.282068632	91.47284246	0
4.886767171	89.02940169	1
5.226338998	104.2620182	0
5.044855305	102.4635705	1
5.461626448	90.24188089	0
5.056170034	74.06969836	1
5.272815531	90.02974445	0
4.684222281	92.44064608	1
5.450619918	106.2962222	0
5.01273678	75.06117863	1
5.241482766	105.0251901	0
5.235748642	79.14341807	1
5.795604269	138.3825697	0
5.394042882	106.3626629	1
5.725534648	125.0085477	0
4.878670839	120.253365	1
5.688863478	118.0450516	0
4.960509885	129.3374958	1
5.797123544	124.0811304	0
5.047149403	113.1865306	1
5.566479436	141.3013691	0
4.839211556	117.1368113	1
5.381997889	121.1780483	0
5.308116698	133.3114916	1
5.519288551	124.381612	0
5.135715753	106.394821	1
5.728167576	132.423242	0
5.029746015	117.0355165	1
5.466653185	123.3796652	0
5.284685872	119.353025	1
5.796691019	116.0142046	0
4.943868344	124.4048593	1
5.667309147	133.4821335	0
4.916284094	125.2699364	1
5.464730459	116.0366286	0
5.152905339	129.2396355	1
5.580648263	127.2385385	0
5.400516132	131.3030309	1
5.371485499	133.1430113	0
5.107413744	126.0444801	1
5.536925268	137.2678754	0
5.285791373	111.0329441	1
5.705809666	118.4344629	0
4.928949279	122.3819842	1
5.626129896	124.0039889	0
5.136477448	104.2067846	1
5.535618215	129.2271766	0
5.125955452	121.2034407	1
5.254810078	132.2342833	0
4.996552667	119.0993009	1
5.700962625	140.2234486	0
5.033174677	119.0918681	1
5.489736242	122.090297	0
4.877606164	110.4239013	1
5.468295338	133.0041628	0
5.286264198	124.259844	1
5.527961104	135.4083946	0
5.390063343	123.4912041	1
5.73185691	134.3863516	0
5.323734424	121.2044444	1
5.502124582	132.4507464	0
5.012572064	125.047269	1
5.645915663	127.4234823	0
4.975726361	118.2438981	1
5.437241973	131.3528801	0
5.306977618	119.4357719	1
5.34389542	122.1058996	0
4.850821704	104.4388171	1
5.334580082	129.3751721	0
5.237188068	116.1474326	1
5.778769505	117.3517559	0
5.147696871	108.1582856	1
5.697628481	119.4361452	0
5.084147916	108.2530954	1
5.715645197	126.0286799	0
5.102820249	116.0041213	1
5.626748132	132.2485817	0
5.215906948	116.2929685	1
5.623831433	128.1228919	0
5.013013285	123.4299587	1
5.474676401	119.4628434	0
5.247487933	120.3670829	1
5.583806647	129.1127618	0
4.84512528	118.0957665	1
5.277796533	114.3439512	0
5.228125173	119.0276908	1
5.698657701	115.0349401	0
5.044384995	131.2988387	1
5.748817759	128.0987336	0
5.266813456	110.4050879	1
5.549918731	124.2056286	0
5.003714441	126.1573736	1
5.376182542	114.2184744	0
5.091692441	107.4061605	1
5.50378439	137.0041658	0
4.943809667	127.0439092	1
5.655166007	119.1158521	0
4.991656285	116.2377798	1
5.432844307	118.2800569	0
5.102952271	106.2597617	1
